,album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
403,Fly Like An Eagle,3YJD5f1gXAZo08syETdfmq,Stereophonics,21UJ7PRWb3Etgsu99f8yo8,272586,0SiS1Iud2fNazdtccUxE7m,Fly Like An Eagle,60,0.0922,0.515,0.407,0.0,0,0.0611,-8.032,1,0.0278,146.02,0.416
404,When Love & Hate Collide - Single,2eb76s2S0cEzqqyEeGJ8Xk,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,259160,1bCMeYi91d4TH2Z5tJMW0c,When Love & Hate Collide,59,0.0272,0.485,0.53,0.0,4,0.151,-9.611,1,0.0279,67.97,0.28
405,Toto IV,62U7xIHcID94o20Of5ea4D,TOTO,0PFtn5NtBbbUNbU9EAmIWF,331200,37BTh5g05cxBIRYMbw8g2T,Rosanna,71,0.0213,0.384,0.512,0.000139,7,0.205,-13.035,0,0.0358,78.442,0.739
406,"A Singles Collection 1982-1992: Six Of One, Half-Dozen Of The Other",1z0n45uHXopsKTLEsqeFUW,Marillion,7ai5TWiOG8g9Hds5AATS28,243413,1Dsd1Nu06UbNmelEhPxKgB,Kayleigh,58,0.0188,0.562,0.671,0.00378,2,0.0947,-7.21,1,0.0269,106.002,0.595
407,Greatest Hits,34lMG72H2AkZbmWZ4JCEL8,The Rembrandts,0gDg7FEsF4Y1jWddJJgcn4,243893,4AgtVP8QGgkqYbVeLJCWDz,"Just the Way It Is, Baby",56,0.329,0.794,0.613,2.67e-06,3,0.0764,-8.711,1,0.0295,110.738,0.823
408,Songs From The Big Chair (Super Deluxe Edition),3myPwaMYjdwhtq0nFgeG6W,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,251488,4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,81,0.372,0.638,0.8,0.00553,7,0.113,-12.077,1,0.0572,112.055,0.569
409,Still Got The Blues,5yrouz3mmUWSsCufl1tLUJ,Gary Moore,23wr9RJZg0PmYvVFyNkQ4j,370866,0DnGfA1r8pAssJCuq4ojla,Still Got The Blues,65,0.257,0.189,0.39,0.000152,9,0.122,-14.497,0,0.0353,169.563,0.32
410,The Seventh One,7LVxCg18peWcBBdu7Xr6r3,TOTO,0PFtn5NtBbbUNbU9EAmIWF,269226,73bzcsDjx9FqzqKWcPLMiH,Stop Loving You,63,0.234,0.555,0.649,0.069,5,0.0554,-13.349,1,0.0302,101.744,0.596
411,Backspacer,4yI2uDHf2YDG9iCPVuEjAF,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,215853,3k9qjgu8zVKTEuJVJIYyc0,Just Breathe,17,0.714,0.453,0.349,7.94e-05,0,0.0835,-11.077,1,0.0289,107.791,0.302
412,Bellamy Brothers,77EM0wkGevYQcBo1AJt7B0,The Bellamy Brothers,5iB5AWIa7qreioi0AF3Bxa,198760,064SVQsmWl5EF0zahmzkQk,Let Your Love Flow,68,0.0611,0.679,0.553,7.16e-06,3,0.139,-14.687,1,0.0316,109.071,0.946
413,Born In The U.S.A.,0PMasrHdpaoIRuHuhHp72O,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,155880,3PzsbWSQdLCKDLxn7YZfkM,I'm On Fire,74,0.589,0.62,0.446,0.0299,1,0.0727,-14.451,0,0.0347,88.591,0.868
414,Open Up And Say...Ahh! (20th Anniversary Edition),2AMWVB3FWknjcMeb6hMZnd,Poison,1fBCIkoPOPCDLUxGuWNvyo,260173,43GS3mtezoIFiuIZCLLiDY,Every Rose Has Its Thorn - Remastered 2003,72,0.16,0.533,0.637,1.12e-05,6,0.369,-5.571,1,0.0323,140.167,0.292
415,Hysteria (Super Deluxe),73BjTTmhhoiK4MGtINzp2c,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,354636,1eiz5aP5PmFOdPWOTFND4D,Hysteria - Remastered 2017,13,0.0308,0.658,0.846,0.0221,7,0.195,-5.471,1,0.0265,107.003,0.672
416,Ten Summoner's Tales,6PMokt242OFzvXAgtvGgU6,Sting,0Ty63ceoRnnJKVEYP0VQpk,279226,2vdId18EePzFhwfp4ryqFq,Shape Of My Heart,20,0.691,0.537,0.373,0.000915,6,0.083,-10.081,0,0.0331,83.936,0.244
417,Blackbird,21lOBQT94kjWSiYQbpm3RG,Alter Bridge,4DWX7u8BV0vZIQSpJQQDWU,259133,7kxfWvj6u9oWQ5C36kMtGb,Watch Over You,61,0.0904,0.175,0.691,0.00352,7,0.173,-5.425,1,0.0391,171.586,0.141
418,Crazy World,3dLKM8bD8R3H3XnSOXGjTF,Scorpions,27T030eWyCQRmDyuvr1kxY,273200,1bKQ48M9onID2kbSpRy8kK,Send Me An Angel,69,0.47,0.349,0.448,0.00257,1,0.242,-11.554,1,0.0304,107.833,0.187
419,Get A Grip,1tuM8yBePaekEruGsH2J79,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,356160,6beFuzSjwhOKFZp2aqYDdY,Amazing,67,0.0645,0.308,0.747,8.27e-05,0,0.431,-5.434,1,0.037,139.454,0.278
420,Californication (Deluxe Edition),2Y9IRtehByVkegoD7TcLfi,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,204973,1XxCiPw07rd1ytYnE7SoJI,Road Trippin',62,0.309,0.243,0.47,0.000798,4,0.121,-8.194,0,0.0353,204.026,0.393
421,Hopes And Fears,0qsT8HLvlWaSWIq8Rc95BI,Keane,53A0W3U0s8diEn9RhXQhVz,236160,0ll8uFnc0nANY35E0Lfxvg,Somewhere Only We Know,67,0.0597,0.447,0.662,2.88e-06,9,0.0869,-4.221,1,0.0259,172.015,0.307
422,When I Was a Boy,217NI1IYFQl1jit0M6mHTG,Electric Light Orchestra,7jefIIksOi1EazgRTfW2Pk,192986,39pyh95CX5M3bpN7XiFJeP,When I Was a Boy,58,0.843,0.237,0.462,0.0585,0,0.0964,-7.79,1,0.0308,149.178,0.338
423,The Seeds Of Love (Remastered with bonus tracks),79XgUw5U86BeIiMnZ4Rrht,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,393000,5N4eBWsckD3AgTQFGLQEeU,Woman In Chains,19,0.0226,0.459,0.628,0.00126,5,0.0405,-8.272,1,0.0297,80.0,0.367
424,Greatest Hits,1Gtf2hZQlOGVER16uemmzR,Journey,0rvjqX7ttXeg3mTy8Xscbt,249093,5ehcf6UL1TkwozB386cRAp,Don't Stop Believin',60,0.257,0.494,0.805,0.0,4,0.356,-7.087,1,0.0421,119.027,0.465
425,Ultimate Air Supply,5PXeBHFjvr8EykHfFxJMje,Air Supply,4xXCRXOfQKQ2gjWxNhNzYW,241373,6Nq8YtPAHuL1outooeiFde,All Out of Love,64,0.291,0.503,0.47,0.0,0,0.396,-8.006,1,0.0257,108.486,0.334
426,Live From Soho,0abkVfZF9JpWbHA1Cm2Jgq,The Fray,0zOcE3mg9nS6l3yxt1Y0bK,290266,3OPVsn0Dk3s8vWhXxnK35p,How to Save a Life - Live in NYC - 2009,62,0.775,0.54,0.294,0.0,10,0.708,-12.181,1,0.0323,119.134,0.204
427,Best Of Chris Isaak,4aS233D1sBxySxC1dKVtup,Chris Isaak,7290H8m1Dwt8G7jm1y9CQx,286880,5l91KHr9uF8wdSdtRoZba8,Wicked Game - Remastered,64,0.743,0.664,0.553,0.00978,9,0.0838,-7.723,1,0.0264,112.52,0.287
428,Hopes and Fears (Deluxe Edition),5QqVXRTiGpLgmo1YNoz9Bk,Keane,53A0W3U0s8diEn9RhXQhVz,216520,216S5ED9SNRWaHWVjSJGyX,Everybody's Changing,16,0.00135,0.501,0.76,0.000458,0,0.0854,-6.095,1,0.0295,94.03,0.476
429,Use Your Illusion I,0CxPbTRARqKUYighiEY9Sz,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,283733,2N2yrmodOnVF10mKvItC9P,Don't Cry (Original),74,0.00182,0.456,0.59,0.00379,11,0.104,-8.638,1,0.0327,124.635,0.243
430,Heartbeat City,5ycnwHGkzOlTuMOI3Zh4iO,The Cars,6DCIj8jNaNpBz8e5oKFPtp,234493,3wfujdbamR3Z46F4xav7LM,Drive,71,0.124,0.582,0.606,0.00139,6,0.151,-9.961,1,0.0289,111.441,0.504
431,Woodface,1QSoW668F9DVj8Rk9azF7h,Crowded House,7ohlPA8dRBtCf92zaZCaaB,224466,6tXnRSvuNgOq4QcxpIN54r,Weather With You,69,0.25,0.643,0.614,7.17e-06,2,0.214,-12.878,1,0.0279,93.981,0.891
432,Black Gold: The Best Of Soul Asylum,6RARuzN6pIZZnQKwPeY7xQ,Soul Asylum,02da1vDJ2hWqfK7aJL6SJm,266066,3Ib3SJV8ZXuLvDiDb2w1As,Runaway Train,60,0.00481,0.616,0.714,0.0,0,0.133,-7.02,1,0.0385,117.422,0.53
433,Cross Road,7G6StB9KlhWWy2YH43CSfn,Bon Jovi,58lV9VcRSjABbAbfWS6skp,340000,67e0epVZf1nlTrQYk105sG,Blaze Of Glory,13,0.0211,0.541,0.704,4.18e-05,7,0.143,-6.167,1,0.0324,78.797,0.416
434,Brothers In Arms (Remastered),1NF8WUbdC632SIwixiWrLh,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,424000,7EmSPZ9f1AiLR9eVHNSI62,Brothers In Arms,24,0.531,0.413,0.296,0.801,8,0.183,-13.904,0,0.0277,79.273,0.144
435,Forever Man,3gaFg68VkhrZUU9wfaLp5T,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,323053,7aAkwqs3Yp94iIiPRRD7QA,My Father's Eyes - 2015 Remaster,59,0.00797,0.807,0.571,0.00028,4,0.337,-6.177,1,0.0332,93.008,0.811
436,Toto IV,62U7xIHcID94o20Of5ea4D,TOTO,0PFtn5NtBbbUNbU9EAmIWF,295893,2374M0fQpWi3dLnB54qaLX,Africa,84,0.257,0.671,0.373,7.95e-05,9,0.0481,-18.064,1,0.0323,92.717,0.732
437,The Best Of Me,4kbE34G5bxaxwuCqz0NEw4,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,353466,7fpBtc7p3hFrEbDVc32ltY,Please Forgive Me,21,0.576,0.565,0.427,2.39e-06,9,0.102,-8.273,1,0.0266,67.007,0.15
438,Greatest Hits,50OBIvFZb1J8Cz5hyyHJdj,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,195293,0oVSvrU612xkj7vbvbUAT2,Streets of Philadelphia - Single Edit,24,0.341,0.724,0.249,0.11,5,0.0933,-15.488,1,0.0321,93.667,0.444
439,No Need To Argue (The Complete Sessions 1994-1995),2KsgTeLQXz7yDV1joGOd2L,The Cranberries,7t0rwkOPGlDPEhaOcVtOt9,271255,1eQuRtkMEPhf2DGzpBVTE6,Ode To My Family,18,0.0472,0.367,0.443,1.46e-06,7,0.344,-10.11,1,0.0235,93.93,0.149
440,Madman Across The Water,6eXE4xeu9GHSa8zTEVtFep,Elton John,3PhoLpVuITZKcymswpck5b,377093,4BGJSbB5rAcg4pNzD4gfxU,Tiny Dancer,21,0.396,0.415,0.425,0.000407,0,0.143,-11.082,1,0.0278,145.234,0.281
441,Living Years,5GhUEMQtXsGSKE2jjPilHb,Mike & The Mechanics,2yTUYhIf8fxptTIy3KLuJD,332266,0YxK4WEGk8rzdXxUdGjgS2,The Living Years,19,0.649,0.496,0.464,0.0,8,0.073,-10.497,1,0.0307,97.512,0.273
442,Duran Duran [The Wedding Album],0PqCkTvKFJxzr9uujq7a3T,Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,340200,0wokCRaKD0zPNhMRXAgVsr,Ordinary World,72,0.0131,0.472,0.652,1.12e-05,1,0.14,-10.171,0,0.0305,140.124,0.401
443,Tea for the Tillerman (Deluxe Edition),6lmjLgTFMevnJVif0iwfDi,Yusuf / Cat Stevens,08F3Y3SctIlsOEmKd6dnH8,200173,269OfNY9Je1QWaDnu31KKp,Wild World,29,0.376,0.484,0.508,0.000791,0,0.0961,-9.308,1,0.0364,151.867,0.554
444,Led Zeppelin IV,1Ugdi2OTxKopVVqsprp5pb,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,478173,51pQ7vY7WXzxskwloaeqyj,Stairway to Heaven - 1990 Remaster,70,0.575,0.346,0.335,0.00674,7,0.185,-12.453,1,0.0339,84.204,0.213
445,The Best Of Me,4kbE34G5bxaxwuCqz0NEw4,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,280026,0T4wPYibBqtaiiPFuVyqlY,"All For Love - From ""The Three Musketeers"" Soundtrack",19,0.207,0.477,0.569,0.0,2,0.12,-6.56,1,0.0272,74.819,0.119
446,Purple Rain,7nXJ5k4XgRj5OLg9m8V3zc,Prince,5a2EaR3hamoenG9rDuVn8j,520786,54X78diSLoUDI3joC2bjMz,Purple Rain,75,0.0353,0.367,0.452,0.00228,10,0.689,-10.422,1,0.0307,113.066,0.189
447,Forever Man,1i1OirKFpITQYYWDPEDjx7,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,234813,1o2QE6KUthclwKuEDweROU,Change the World - 2015 Remaster,59,0.477,0.719,0.556,0.00511,9,0.0935,-8.77,1,0.0248,96.9,0.511
448,Deep Cuts: The Best Of The Ballads,0DYLNt604AgwFMQhK3HNLR,Mr. Big,5OfhOoKunSnuubxxRML8J3,208066,0Yi128S6QgQDnAKg5A0OZw,To Be With You,23,0.245,0.696,0.419,0.0,4,0.0785,-7.289,1,0.0419,83.653,0.487
449,Once Upon A Time (Deluxe),2H2eNZClayR5jbgBa2iZx1,Simple Minds,6hN9F0iuULZYWXppob22Aj,289453,1bWeLRzg1BxZpPfEMkbsnN,Alive And Kicking,64,0.0753,0.572,0.913,1.5e-05,0,0.128,-4.26,1,0.0362,103.265,0.561
450,"Bigger, Better, Faster, More !",7oqXnxR9Xg9Okhs17hL9aS,4 Non Blondes,0Je74SitssvJg1w4Ra2EK7,295493,7f0jXNMu2xjQUtmKMuWhGA,What's Up?,25,0.156,0.566,0.57,0.0,11,0.118,-9.875,0,0.0285,134.537,0.491
451,Brothers In Arms (Remastered),1NF8WUbdC632SIwixiWrLh,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,393266,6rg61PBHTfEDvgNt7MNhyU,Your Latest Trick,20,0.719,0.703,0.409,0.0996,4,0.0697,-13.491,1,0.0339,122.56,0.252
452,Crazy World,4mGV3pZqcrUk0OSC8HBT96,Scorpions,27T030eWyCQRmDyuvr1kxY,313226,6wjSNO6uJYlgbbfauyWhiw,Wind Of Change,23,0.297,0.453,0.543,0.0,0,0.0928,-10.106,1,0.0366,151.362,0.282
453,Goats Head Soup (Remastered 2009),00ZkRCzSTS6jwUJLpaTWcj,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,272000,6oD0TvHIYmObKNl5Mz05ri,Angie - Remastered 2009,20,0.67,0.429,0.554,0.000152,9,0.105,-6.128,0,0.0291,136.302,0.407
454,Bon Jovi Greatest Hits,3Ad4QdO0EJr1c2livr9cmm,Bon Jovi,58lV9VcRSjABbAbfWS6skp,353106,7o10Pto0YFchZl1zL4dLPH,Always,17,0.143,0.373,0.678,0.0,4,0.168,-5.528,1,0.0325,141.42,0.346
455,I Don't Want To Miss A Thing,616UgaZTc454Gu0aXxVH3K,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,299760,0c1gHntWjKD7QShC8s99sq,"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",74,0.172,0.39,0.649,0.0,2,0.216,-5.163,1,0.0345,121.16,0.144
456,The Very Best Of Ram Jam,6s1bwzTzWK3u9I4YPjp3lr,Ram Jam,6FITmSxIMsk6TfulFiCIIz,237893,2ZOTtG7v1OrSNs6EINIGb4,Black Betty,68,0.018,0.465,0.865,0.00135,11,0.0769,-9.573,0,0.098,117.528,0.677
457,Hotel California (2013 Remaster),2widuo17g5CEC66IbzveRu,Eagles,0ECwFtbIWEVNwjlrfc6xoL,391376,40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,83,0.00574,0.579,0.508,0.000494,2,0.0575,-9.484,1,0.027,147.125,0.609
458,The Joshua Tree (Deluxe Edition Remastered),2qKmY7yt0kXdzSQxYAu9eZ,U2,51Blml2LZPmy7TTiAg47vQ,277480,7gozgbG5EBTukCFWToTRA5,I Still Haven't Found What I'm Looking For - Remastered 2007,26,0.0139,0.565,0.764,0.00488,1,0.079,-9.43,1,0.0351,100.891,0.686
459,Reckless (30th Anniversary / Deluxe Edition),1DCI0mQQdf0LYoXheONDXi,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,243360,4LOgi2TAAoKU9ImfzRrCPO,Heaven,22,0.059,0.269,0.572,1.3e-06,9,0.123,-7.361,0,0.0278,69.83,0.364
460,Crowded House,0Vw2BOifLhBx5mvnepOGVf,Crowded House,7ohlPA8dRBtCf92zaZCaaB,236933,4rr67zXmEYf9ykLigeEsbv,Don't Dream It's Over,23,0.0148,0.439,0.422,4.84e-05,8,0.0697,-17.227,1,0.0409,81.833,0.551
461,Automatic For The People (U.S. Version),006Qsi10luS9xEBAcIWGTf,R.E.M.,4KWTAlx2RvbpseOGMEmROg,318240,4tCWWnk3BXinf7FllmSyHW,Everybody Hurts,22,0.614,0.254,0.383,0.0237,2,0.172,-8.036,1,0.0282,188.2,0.178
462,Wish You Were Here (2011 Remastered Version),6qNJATpLgC004oSMhU3tC8,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,334743,5MVrZa7cDtnAoMvCgRAMqb,Wish You Were Here - 2011 Remastered Version,20,0.735,0.481,0.262,0.0114,7,0.832,-15.73,1,0.0414,122.883,0.375
463,Unplugged (Deluxe Edition),3ebyEGol0Abc7VAxYf7vEg,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,280000,612VcBshQcy4mpB2utGc3H,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",73,0.8,0.695,0.336,0.00264,9,0.701,-12.999,1,0.0313,79.109,0.422
464,Honky Chateau (Remastered),46g6b33tbttcPtzbwzBoG6,Elton John,3PhoLpVuITZKcymswpck5b,281613,2zvot9pY2FNl1E94kc4K8M,Rocket Man (I Think It's Going To Be A Long Long Time),28,0.432,0.601,0.532,6.25e-06,10,0.0925,-9.119,1,0.0286,136.571,0.341
465,"Everybody Else Is Doing It, So Why Can't We?",0AP5O47kJWlaKVnnybKvQI,The Cranberries,7t0rwkOPGlDPEhaOcVtOt9,274706,0gEyKnHvgkrkBM6fbeHdwK,Linger,75,0.0783,0.439,0.434,4.87e-05,7,0.14,-14.918,1,0.0265,94.845,0.204
466,Made In Heaven (2011 Remaster),391ScNR3xKywWSpfDwP3n0,Queen,1dfeR4HaWDbWqFHLkxsg1d,336160,3Klfd4rsRO53fYpxmdQmYV,Heaven For Everyone - Remastered 2011,62,0.29,0.593,0.425,1.34e-06,0,0.167,-9.775,1,0.0288,110.208,0.268
467,Abbey Road (Remastered),2Pqkn9Dq2DFtdfkKAeqgMd,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,185733,45yEy5WJywhJ3sDI28ajTm,Here Comes The Sun - Remastered,32,0.0339,0.557,0.54,0.00248,9,0.179,-10.484,1,0.0347,129.171,0.394
468,Kick 30,5ikDHkayqR6ZTYkpaL2Udq,INXS,1eClJfHLoDI4rZe5HxzBFv,186760,0P9M370uqlIjYcEiOGppAV,Never Tear Us Apart,63,0.00382,0.664,0.611,0.000581,0,0.0888,-7.834,1,0.0276,96.604,0.18
469,Cross Road (Sound & Vision) [2CD/DVD Sound & Vision],5uduy563XjmdkLryIna87r,Bon Jovi,58lV9VcRSjABbAbfWS6skp,394533,0PDW69Vli91TKQwotAg3Wd,Bed Of Roses,46,0.119,0.327,0.519,0.0,5,0.184,-6.985,1,0.0287,164.24,0.146
470,Help! (Remastered),19K3IHYeVkUTjcBHGfbCOi,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,125666,1e0hllQ23AG0QGFgezgLOq,Yesterday - Remastered,25,0.879,0.332,0.179,0.0,5,0.0886,-11.83,1,0.0326,96.529,0.315
471,Greatest Hits Volume One - The Singles,0UccZZgelTAbbk3OSPZymO,The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,289906,6vrUTGn5p8IrfTZ0J6sIVM,Iris,76,0.00133,0.291,0.79,5.61e-06,11,0.0811,-5.683,0,0.0363,155.667,0.513
472,The Best Of Depeche Mode Volume 1,3PIszA6UT9iI99izK60AdV,Depeche Mode,762310PdDnwsDxAQxzQkfX,225040,3gv4AhWWneEu2oh1Egz652,Personal Jesus - Remastered Version,51,0.0963,0.689,0.844,0.00852,10,0.0621,-5.519,0,0.0348,129.973,0.772
473,Are You Gonna Go My Way,35LzZH7Fgog8lf1hfcdoMQ,Lenny Kravitz,5gznATMVO85ZcLTkE9ULU7,211933,45Ia1U4KtIjAPPU7Wv1Sea,Are You Gonna Go My Way,73,0.00165,0.619,0.67,0.0109,11,0.331,-10.319,0,0.0353,129.267,0.777
474,The Ultimate Collection,0OW9cVAZjWakByTLSGfrd2,The Kinks,1SQRv42e4PjEYfPhS0Tk9E,133813,4D0BiMiLN6z2x7Tq9BcqoT,You Really Got Me,13,0.192,0.576,0.963,0.0,1,0.087,-3.95,1,0.102,137.331,0.961
475,Beggars Banquet,5WZFtmADuJUZPtt0NER0Qi,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,377746,4sFbojhVXQv7dBC9PVCcRn,Sympathy For The Devil,20,0.565,0.566,0.673,1.13e-06,9,0.0438,-10.814,1,0.306,114.385,0.583
476,Blur [Special Edition],7HvIrSkKGJCzd8AKyjTJ6Q,Blur,7MhMgCo0Bl0Kukl93PZbYS,121160,1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,75,0.00178,0.674,0.789,0.0071,8,0.0754,-6.903,1,0.0676,129.804,0.918
477,Only By The Night,5CZR6ljD0x9fTiS4mh9wMp,Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,203346,0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,80,0.00172,0.542,0.905,0.0104,9,0.136,-5.653,1,0.054,153.398,0.374
478,In Your Honor,2eprpJCYbCbPZRKVGIEJxZ,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,255626,5FZxsHWIvUsmSK1IAvm2pp,Best of You,75,0.000769,0.366,0.94,9.42e-05,1,0.188,-5.119,0,0.0696,130.198,0.369
479,Songs For The Deaf,58HZZpS0wxJKwGjoerg0mk,Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn,278706,6NvRxjfYkkT2SpirAlmsjH,No One Knows,66,0.0359,0.507,0.588,0.000129,0,0.373,-4.881,1,0.0641,170.889,0.637
480,Hot Fuss,4undIeGmofnAYKhnDclN1w,The Killers,0C0XlULifJtAgn6ZNCW2eu,197160,7HGTkn2aX7MNdKs7nV2xBt,Somebody Told Me,70,0.000123,0.5,0.975,0.000379,10,0.104,-3.176,0,0.0824,138.005,0.767
481,Smash,1o2LY3O2uyPvdwq7uTpgOa,The Offspring,5LfGQac0EIXyAN8aUwmNAQ,197800,5G0vAvojJAb8np3INdsISs,Come Out and Play,13,0.0943,0.514,0.884,1.52e-06,7,0.0654,-3.765,1,0.151,158.262,0.898
482,Blood Sugar Sex Magik (Deluxe Edition),30Perjew8HyGkdSmqguYyg,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,282906,0uppYCG86ajpV2hSR3dJJ0,Give It Away,73,0.00244,0.666,0.936,0.086,7,0.153,-9.919,1,0.0476,91.577,0.776
483,No.6 Collaborations Project,3oIFxDIo2fwuk4lwCmFZCx,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,209120,7hvO2qCwJVZxiyoA7c9i5d,BLOW (with Chris Stapleton & Bruno Mars),73,0.000245,0.631,0.796,0.0115,1,0.38,-5.35,1,0.0401,92.469,0.596
484,Dynasty (Remastered Version),3vasiwx11ruCgyn54MBJYL,KISS,07XSN3sPlIlB2L2XNcTwJw,271240,2ZSCy3P1QzpJySCWA6NRIU,I Was Made For Lovin' You,22,0.213,0.768,0.852,7.45e-05,4,0.0723,-6.215,1,0.038,128.374,0.867
485,Elephant,0VXcqDD3sHdOIGtO6oYv3d,The White Stripes,4F84IBURUo98rz4r61KF70,231800,3ctoHckjyd13eBi2IDw2Ip,Seven Nation Army,17,0.00576,0.75,0.462,0.545,0,0.307,-7.664,1,0.0779,123.865,0.309
486,Appetite For Destruction,5JKFiC2WVi9HtvJEm8CUB8,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,273600,5NIPsWpDjJTFBoPxCUUeXp,Welcome To The Jungle,23,0.0326,0.445,0.955,0.284,8,0.317,-8.027,1,0.0856,123.343,0.336
487,Get Born,6NrLpQCPYrNS3kVWxDgIlg,Jet,5ypxebeHEIXjMtJb17uJlI,213800,305WCRhhS10XUcH6AEwZk6,Are You Gonna Be My Girl,76,0.00148,0.613,0.953,0.000582,2,0.152,-3.435,1,0.0855,105.046,0.537
488,Bon Jovi Greatest Hits,3Ad4QdO0EJr1c2livr9cmm,Bon Jovi,58lV9VcRSjABbAbfWS6skp,223146,61lqNlVRnWYiR9C7BDJw2l,You Give Love A Bad Name,17,0.0528,0.53,0.964,4.84e-06,0,0.372,-2.571,0,0.0553,122.807,0.823
489,Who Made Who,07EFoHHspqSwsmkbnWaB4A,AC/DC,711MCceyCBcFnzjGY4Q7Un,210880,6yl8Es1tCYD9WdSkeVLFw4,You Shook Me All Night Long,73,0.00224,0.529,0.768,0.000685,7,0.297,-5.51,1,0.0566,127.316,0.769
490,We The Kings,5kykHij9W4lQ4fFEfIo7BB,We The Kings,3ao3jf5d70Tf4fPh2bnXVl,220146,0wVluBsVAVzBKrqspuCcwR,"Check Yes, Juliet",71,0.00197,0.352,0.912,0.0,7,0.193,-4.253,1,0.0725,166.795,0.351
491,Outlandos D'Amour (Remastered),3D9JqZG5Q1ptOJr8ZQ0j7I,The Police,5NGO30tJxFlKixkPSgXcFE,191500,3FmAUR4SPWa3P1KyDf21Fu,Roxanne - Remastered 2003,25,0.0384,0.618,0.748,4.1e-06,0,0.0477,-8.905,1,0.361,134.001,0.662
492,Hysteria (Super Deluxe),31oeDyCOLhgeZyktfxo0pE,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,267306,0PdM2a6oIjqepoEfcJo0RO,Pour Some Sugar On Me - Remastered 2017,76,0.00211,0.267,0.953,0.0,1,0.283,-4.899,0,0.096,84.989,0.568
493,Come Clean (Repackaged International Version),6hwbHXJsHxC2FDKqN7cGfd,Puddle Of Mudd,3dXaa6jwM7B52GZpaJEIr5,303920,1YrJCGCuGZQFBwTb6gwIEM,Blurry,11,0.0102,0.44,0.932,0.0,3,0.142,-4.488,0,0.0584,157.438,0.495
494,Minutes to Midnight,2tlTBLz2w52rpGCLBGyGw6,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,205613,18lR4BzEs7e3qzc0KVkTpU,What I've Done,77,0.0141,0.623,0.93,1.64e-06,5,0.138,-5.285,1,0.0324,120.119,0.287
495,Road to Ruin (Expanded 2005 Remaster),5QK35ea0XnSBt6Ly8gWLhE,Ramones,1co4F2pPNH8JjTutZkmgSm,149466,6vvmYYUvGXtZLU8msxKvzF,I Wanna Be Sedated - 2002 Remaster,66,0.169,0.597,0.96,2.89e-05,11,0.105,-3.989,1,0.042,163.017,0.937
496,Come What(ever) May [10th Anniversary Edition],0dZB8UHYsM7jKmm7ByzAVq,Stone Sour,49qiE8dj4JuNdpYGRPdKbF,282946,5NeIONQWJ25uPylJBJiO4c,Through Glass,72,0.0417,0.545,0.753,0.0,3,0.389,-4.618,0,0.036,105.754,0.434
